nome;data_nascimento;area;posicao;formacao;genero;lider;qtd_liderados;custo_mensal
Dra. Emanuella da Mota;05/04/1963;Jurídico;Assistente;Fundamental;Feminino;0;0;17998
Paulo Cardoso;28/12/1990;Operações;Diretor;Graduação;Masculino;1;11;16487
Cauê Mendes;23/03/2003;Operações;Estagiário;Graduação;Masculino;0;0;19758
Dr. João Miguel Silveira;08/08/1978;RH;Gerente;Doutorado;Masculino;0;0;8281
Dr. Gustavo Henrique Barros;22/12/1979;Financeiro;Assistente;Tecnólogo;Feminino;0;0;11976
Raul Aragão;15/02/1986;Financeiro;C-level;Mestrado;Feminino;0;0;10207
Luana Rocha;21/02/1961;Logística;Gerente;Tecnólogo;Feminino;0;0;7207
Kaique Almeida;28/03/1967;TI;C-level;Doutorado;Masculino;0;0;18066
Bárbara Nascimento;13/01/1994;Logística;Gerente;Mestrado;Masculino;0;0;14233
Enzo Gabriel da Mota;09/01/1972;Marketing;C-level;Mestrado;Masculino;1;44;15050
Dr. Daniel Moraes;29/03/2004;Vendas;Diretor;Graduação;Feminino;0;0;2387
Sr. Davi Lucca Monteiro;29/04/1995;Jurídico;Diretor;Ensino Médio;Masculino;0;0;13720
Emanuella Moreira;29/06/1977;Operações;Analista;Tecnólogo;Masculino;0;0;4269
Pedro Miguel Castro;04/11/1961;Produção;Estagiário;Mestrado;Masculino;0;0;3208
Yago Costa;02/01/1994;Jurídico;Assistente;Doutorado;Feminino;0;0;18656
Dra. Ana Julia Fogaça;16/06/1966;Logística;Estagiário;Tecnólogo;Feminino;1;19;8291
Sr. Davi Lucas Viana;12/07/1979;Jurídico;Assistente;Ensino Médio;Feminino;1;49;15705
João Guilherme Moura;20/06/2005;Logística;Analista;Mestrado;Feminino;0;0;14771
Sr. Felipe da Mota;05/12/1949;Vendas;Estagiário;Fundamental;Masculino;0;0;11330
Clara Peixoto;07/04/1976;Produção;Assistente;Graduação;Masculino;1;28;18058
Ryan Pereira;09/04/1962;Jurídico;Estagiário;Ensino Médio;Masculino;0;0;14399
Melissa das Neves;08/12/2002;Produção;Diretor;Mestrado;Masculino;0;0;7984
Leandro Fernandes;09/05/1997;Logística;Analista;Mestrado;Feminino;0;0;4127
Lívia Costela;31/12/2000;RH;Analista;Graduação;Masculino;0;0;14820
Sarah Sales;18/11/1966;Marketing;C-level;Tecnólogo;Feminino;0;0;16629
Ana Clara Santos;19/09/1984;Jurídico;C-level;Graduação;Masculino;1;9;10658
Enzo Gabriel Rocha;30/09/1997;TI;Gerente;Mestrado;Feminino;1;7;13742
Sra. Maria Alice Vieira;14/07/1987;Jurídico;C-level;Ensino Médio;Masculino;1;27;4680
Clara Cavalcanti;30/11/1986;Produção;Estagiário;Tecnólogo;Masculino;0;0;4198
Luiz Henrique da Mota;18/06/2000;RH;Analista;Graduação;Masculino;0;0;2717
Leandro da Costa;23/06/2002;Vendas;C-level;Tecnólogo;Masculino;1;5;7416
Enrico Pires;25/01/1981;Produção;Analista;Fundamental;Masculino;0;0;9953
Yuri Nogueira;24/08/1979;Jurídico;Estagiário;Tecnólogo;Feminino;0;0;11231
Dr. Francisco Farias;15/05/2000;Financeiro;Analista;Graduação;Feminino;0;0;9329
Ana Lívia Nogueira;25/10/1994;Marketing;C-level;Doutorado;Feminino;0;0;12293
Eduardo Freitas;21/02/1983;Produção;Diretor;Fundamental;Masculino;0;0;16691
Thiago Santos;28/07/1987;Financeiro;C-level;Graduação;Feminino;0;0;6543
Daniel da Conceição;11/08/1993;Logística;Diretor;Doutorado;Feminino;0;0;6016
Bárbara da Paz;10/03/1995;Jurídico;Analista;Doutorado;Feminino;1;6;16680
Renan da Rosa;01/07/2003;RH;Gerente;Tecnólogo;Masculino;0;0;12123
Juan Teixeira;24/11/1968;Operações;Assistente;Ensino Médio;Feminino;1;16;17242
Maria Moura;05/11/1988;Produção;Estagiário;Fundamental;Feminino;1;9;5214
Lavínia Gomes;12/02/1980;Jurídico;Analista;Tecnólogo;Feminino;0;0;12044
Sra. Maria Vitória Pinto;08/09/1965;Vendas;Analista;Tecnólogo;Masculino;0;0;13619
Daniela Lima;14/01/1990;Jurídico;Assistente;Fundamental;Masculino;1;34;16624
Maitê Novaes;02/10/1960;RH;Assistente;Fundamental;Feminino;0;0;14879
Yuri Campos;11/09/1991;TI;Diretor;Fundamental;Masculino;0;0;4130
Juliana Lima;26/12/1975;Operações;Assistente;Doutorado;Feminino;1;19;10486
Catarina Carvalho;25/05/2007;Financeiro;C-level;Tecnólogo;Feminino;0;0;9720
Pietro Araújo;11/04/1981;Marketing;Coordenador;Graduação;Masculino;1;32;17026
Dr. Isaac Rezende;09/11/1977;Jurídico;Assistente;Mestrado;Feminino;0;0;4781
Matheus Alves;15/11/2003;Vendas;Gerente;Mestrado;Masculino;0;0;3794
Dr. Lucca da Cunha;03/03/1972;Vendas;Gerente;Fundamental;Masculino;0;0;10788
Sr. Noah Pires;25/09/1949;Produção;Analista;Ensino Médio;Masculino;0;0;14804
Júlia da Rosa;11/03/1997;Vendas;C-level;Mestrado;Masculino;1;39;18117
Lívia Alves;16/08/1997;Vendas;Diretor;Ensino Médio;Masculino;1;21;13608
Calebe Barbosa;10/06/1974;Vendas;Estagiário;Mestrado;Masculino;0;0;5784
Juliana Barros;21/06/1980;Marketing;Coordenador;Fundamental;Masculino;0;0;5085
Pedro Henrique Carvalho;04/03/1961;Operações;Gerente;Tecnólogo;Masculino;0;0;16445
André Freitas;12/08/1975;Operações;Assistente;Tecnólogo;Feminino;1;36;18525
Maria Julia da Mota;12/12/1949;Produção;Gerente;Doutorado;Masculino;0;0;8984
Clara Nascimento;02/08/1964;Financeiro;Coordenador;Graduação;Masculino;0;0;15782
Giovanna Viana;06/02/1989;TI;Diretor;Tecnólogo;Feminino;0;0;2801
Thomas Rodrigues;11/02/1986;TI;Gerente;Fundamental;Masculino;0;0;4906
João Miguel Rodrigues;04/06/1979;Financeiro;Assistente;Mestrado;Masculino;1;32;11305
João Pedro Costela;27/09/1962;Jurídico;Estagiário;Mestrado;Masculino;0;0;8464
Diego Nogueira;09/02/1994;Vendas;C-level;Graduação;Masculino;0;0;4979
Ana Julia Sales;12/02/1997;Logística;Diretor;Mestrado;Masculino;0;0;7468
Maria Clara Pires;20/12/2003;Produção;Gerente;Graduação;Feminino;0;0;18944
Nina Rocha;10/01/2006;Financeiro;Assistente;Doutorado;Masculino;0;0;11229
Benício Ramos;21/05/1976;Jurídico;C-level;Graduação;Masculino;0;0;5347
Joaquim Cunha;27/07/1973;Vendas;Diretor;Tecnólogo;Feminino;1;38;2298
Maria Sophia Fernandes;26/09/1990;Jurídico;Assistente;Tecnólogo;Masculino;0;0;8850
Srta. Eloah Mendes;19/10/1993;Operações;Diretor;Graduação;Masculino;0;0;6046
Manuela Silveira;06/04/1992;Vendas;C-level;Mestrado;Feminino;0;0;12755
Fernanda da Luz;26/01/1995;RH;Coordenador;Graduação;Masculino;0;0;19174
Sra. Ana Nogueira;05/08/1961;Jurídico;Estagiário;Fundamental;Feminino;0;0;8563
Sofia da Luz;27/08/1980;Marketing;Assistente;Mestrado;Feminino;0;0;17817
Ana Júlia da Mota;20/02/1988;TI;Gerente;Graduação;Feminino;0;0;2723
Elisa Farias;21/05/1991;Produção;C-level;Ensino Médio;Masculino;0;0;5803
Dr. Kaique da Mata;29/03/1968;Jurídico;C-level;Mestrado;Masculino;0;0;16863
Dr. Arthur Silva;13/06/1976;Financeiro;Analista;Doutorado;Feminino;0;0;16991
Maria Clara Monteiro;19/02/2002;RH;C-level;Tecnólogo;Feminino;0;0;7492
Juan Gonçalves;07/09/2006;RH;Coordenador;Mestrado;Masculino;0;0;13396
Júlia Fogaça;10/12/1962;TI;Estagiário;Ensino Médio;Feminino;1;50;3429
Rafael Gomes;18/05/1983;Financeiro;Diretor;Doutorado;Feminino;0;0;18935
Ana Julia Aragão;12/07/1980;Produção;Diretor;Tecnólogo;Masculino;0;0;10514
Theo Nogueira;03/11/1992;RH;Assistente;Doutorado;Feminino;0;0;4746
Otávio da Luz;01/12/1964;TI;Gerente;Ensino Médio;Feminino;0;0;13244
Sr. Lorenzo Campos;07/05/1970;Marketing;Assistente;Doutorado;Masculino;0;0;4751
Ana Julia Cardoso;22/05/1986;Logística;Coordenador;Doutorado;Feminino;0;0;17863
Felipe da Rocha;25/07/1979;Logística;Diretor;Ensino Médio;Masculino;0;0;10718
Isadora Farias;09/03/1972;Operações;Analista;Mestrado;Masculino;0;0;4753
Maria Sophia Carvalho;08/09/1964;Jurídico;Assistente;Fundamental;Masculino;0;0;17655
Fernanda Pinto;06/01/1984;Produção;Gerente;Tecnólogo;Masculino;1;49;16094
Francisco das Neves;14/08/1983;Marketing;Estagiário;Graduação;Feminino;0;0;8965
Rafaela Oliveira;21/04/1997;Logística;C-level;Fundamental;Masculino;0;0;3041
Laís Pereira;30/04/1975;Marketing;C-level;Graduação;Masculino;0;0;12570
Fernanda da Costa;19/04/1969;Financeiro;Analista;Doutorado;Masculino;0;0;5913
Olivia Moraes;15/08/1991;Operações;Diretor;Doutorado;Masculino;0;0;11721
Lavínia Rodrigues;14/01/1984;TI;C-level;Doutorado;Masculino;0;0;13962
Ana Lívia Rezende;15/07/1972;Produção;Diretor;Graduação;Masculino;0;0;6626
Srta. Eloah Peixoto;03/03/1976;TI;Assistente;Graduação;Feminino;1;45;12946
Maria Cecília Gomes;04/08/1966;TI;Estagiário;Fundamental;Masculino;1;33;19646
Sra. Mariane Almeida;06/05/2000;Financeiro;Coordenador;Graduação;Feminino;0;0;19753
Bernardo Caldeira;28/05/1982;Operações;Diretor;Tecnólogo;Feminino;0;0;7719
Ana Julia Carvalho;04/02/1962;Produção;Coordenador;Fundamental;Masculino;1;26;16425
Juan Moreira;04/05/1986;Jurídico;C-level;Doutorado;Masculino;0;0;11918
Vitor Pires;17/07/1965;Jurídico;C-level;Doutorado;Feminino;1;12;5145
Dr. Pedro Miguel Nogueira;26/07/1987;Operações;Gerente;Tecnólogo;Masculino;0;0;15804
Luiz Miguel Monteiro;16/06/1971;TI;Coordenador;Fundamental;Masculino;0;0;14763
Ana Luiza Melo;27/08/1968;Logística;Diretor;Fundamental;Masculino;0;0;11444
Maria Clara da Conceição;29/04/1994;RH;Analista;Graduação;Masculino;0;0;9929
Kaique Alves;05/12/2002;Operações;C-level;Fundamental;Masculino;0;0;19700
Anthony Caldeira;23/01/1983;Vendas;Coordenador;Tecnólogo;Masculino;0;0;11750
Sarah da Conceição;16/03/1964;Financeiro;Assistente;Fundamental;Feminino;0;0;10372
Lorena Almeida;14/07/2002;Vendas;Gerente;Ensino Médio;Masculino;0;0;4602
Ryan da Paz;13/12/2004;Marketing;C-level;Mestrado;Feminino;1;19;6659
Vitor Gabriel Moreira;02/05/1963;Produção;C-level;Tecnólogo;Masculino;0;0;3895
João Guilherme Lima;07/01/1971;Jurídico;C-level;Ensino Médio;Masculino;0;0;13433
Ana Júlia Lima;17/04/1976;Operações;Coordenador;Doutorado;Masculino;0;0;19217
Enzo Gabriel da Rocha;10/06/1961;Financeiro;Estagiário;Fundamental;Feminino;0;0;19971
Luana Cardoso;11/11/1991;TI;Coordenador;Doutorado;Feminino;0;0;4477
Laura Alves;30/12/1972;Vendas;Gerente;Mestrado;Feminino;1;31;9234
Gabriela Mendes;20/10/1991;Jurídico;Diretor;Tecnólogo;Masculino;1;16;8042
Isadora Rezende;07/02/1984;Marketing;Gerente;Tecnólogo;Masculino;0;0;13799
Mirella Monteiro;11/04/1983;Marketing;Estagiário;Ensino Médio;Feminino;1;20;6101
Ana Sophia Sales;08/07/2005;Jurídico;Diretor;Doutorado;Masculino;0;0;6505
Isaac Mendes;09/12/2005;Vendas;Diretor;Mestrado;Feminino;0;0;4013
Sofia Ferreira;29/12/1973;RH;Coordenador;Mestrado;Feminino;0;0;7460
Theo Moura;01/03/2002;Operações;Diretor;Doutorado;Masculino;0;0;9912
Anthony Costa;17/09/1984;Vendas;Gerente;Graduação;Masculino;1;40;8781
Larissa Caldeira;21/08/1977;Financeiro;Coordenador;Fundamental;Masculino;1;20;11602
Maysa Souza;24/03/1988;Produção;C-level;Fundamental;Feminino;0;0;12679
Augusto Gonçalves;28/08/1989;Operações;Assistente;Fundamental;Masculino;0;0;3061
Luana Aragão;10/10/1961;Financeiro;Analista;Ensino Médio;Feminino;0;0;9190
Rafael Pinto;10/05/2002;Jurídico;Assistente;Mestrado;Masculino;0;0;14039
Alana Caldeira;06/06/1983;Marketing;Coordenador;Mestrado;Masculino;0;0;8768
Sabrina da Paz;28/07/2003;Financeiro;Analista;Tecnólogo;Feminino;1;34;7854
Mariana Porto;24/10/2000;TI;Assistente;Graduação;Feminino;0;0;2731
João Lucas Vieira;25/12/1981;Financeiro;Analista;Ensino Médio;Feminino;0;0;11802
Eloah Novaes;28/01/1998;Financeiro;Analista;Tecnólogo;Masculino;0;0;13998
Lorenzo Pinto;28/09/1999;Operações;Coordenador;Mestrado;Feminino;1;46;14123
Francisco Almeida;17/06/1949;Operações;C-level;Doutorado;Masculino;0;0;9305
Ana Mendes;02/02/1975;Operações;Gerente;Tecnólogo;Feminino;1;15;10390
Enrico Cardoso;26/07/1972;RH;Gerente;Fundamental;Masculino;0;0;5999
Rafaela Barbosa;14/10/1996;Operações;Assistente;Ensino Médio;Feminino;0;0;7625
Emanuella Barros;22/10/1986;Operações;C-level;Ensino Médio;Masculino;0;0;10853
Luiza Duarte;29/07/1970;Financeiro;C-level;Doutorado;Feminino;0;0;18503
Emilly Souza;21/11/1996;Operações;Assistente;Fundamental;Feminino;1;45;5360
Juliana Aragão;08/04/1968;Vendas;Diretor;Fundamental;Feminino;0;0;2669
Dra. Daniela Jesus;05/05/1981;RH;Gerente;Doutorado;Feminino;0;0;18945
Srta. Melissa Cunha;02/03/1973;RH;Analista;Fundamental;Masculino;0;0;6580
Eduarda Ribeiro;07/05/1994;Jurídico;C-level;Mestrado;Masculino;0;0;15301
Dr. Noah Farias;09/11/1962;Jurídico;C-level;Mestrado;Feminino;0;0;17396
Vitória Barbosa;28/08/1972;Vendas;Coordenador;Graduação;Feminino;0;0;15509
Helena da Rosa;13/09/1999;Operações;Estagiário;Tecnólogo;Feminino;0;0;3079
Ana Dias;19/09/1949;RH;Estagiário;Tecnólogo;Feminino;0;0;10901
Rafael Silva;28/08/1968;TI;Analista;Mestrado;Feminino;0;0;18350
Leandro Carvalho;22/12/1961;Produção;Gerente;Doutorado;Masculino;1;10;9636
Murilo Correia;26/02/1972;TI;Estagiário;Doutorado;Feminino;0;0;2525
Júlia Oliveira;05/09/2001;RH;Assistente;Mestrado;Masculino;0;0;18162
Alícia Barros;26/05/1977;TI;Gerente;Doutorado;Masculino;0;0;19921
Luna da Conceição;30/06/1978;Financeiro;Assistente;Doutorado;Feminino;0;0;5560
Murilo Rodrigues;12/04/2000;Produção;Estagiário;Tecnólogo;Feminino;1;40;3884
Elisa Carvalho;06/03/1992;Logística;Estagiário;Mestrado;Feminino;0;0;9500
Sr. Miguel Rezende;03/07/1977;Operações;Gerente;Fundamental;Feminino;0;0;10146
Juan Araújo;06/11/1970;TI;Diretor;Tecnólogo;Feminino;0;0;19066
Ian Gonçalves;13/11/1983;Jurídico;Coordenador;Fundamental;Feminino;0;0;2145
Nicolas Castro;16/11/1965;TI;Assistente;Graduação;Masculino;0;0;8715
Ana Sophia da Cruz;11/07/1996;Marketing;Gerente;Tecnólogo;Feminino;0;0;12854
Maria Fernanda Cardoso;14/05/1987;Marketing;Coordenador;Fundamental;Feminino;1;8;14792
Yuri Ramos;13/07/1960;Financeiro;C-level;Graduação;Feminino;0;0;8848
Dr. Bryan Carvalho;07/03/2001;Jurídico;Assistente;Graduação;Masculino;0;0;4605
Gabriel Souza;30/08/2000;RH;Estagiário;Graduação;Masculino;0;0;7798
Ana Clara Caldeira;04/03/1960;TI;Gerente;Graduação;Feminino;0;0;12849
Augusto Pereira;04/01/1986;Operações;Assistente;Fundamental;Masculino;0;0;5883
Samuel Rocha;01/03/2000;Vendas;Diretor;Doutorado;Feminino;0;0;14305
Raquel Alves;22/03/1996;RH;Assistente;Doutorado;Feminino;0;0;10571
Daniela Rocha;13/11/1996;RH;Diretor;Fundamental;Masculino;1;10;17592
Luiz Miguel das Neves;20/12/1968;Operações;Coordenador;Doutorado;Feminino;0;0;11827
Sr. Pedro Miguel Pinto;20/01/1984;Logística;Coordenador;Fundamental;Feminino;0;0;18392
Srta. Lívia Moreira;13/02/1989;Vendas;Gerente;Mestrado;Feminino;0;0;18031
João Pedro Lima;06/08/1987;Produção;Gerente;Tecnólogo;Masculino;0;0;9806
Erick da Luz;03/08/2001;Vendas;Assistente;Graduação;Feminino;0;0;3342
João Gabriel Silva;01/02/1987;Marketing;C-level;Fundamental;Feminino;0;0;10327
Alícia Melo;10/04/1968;Financeiro;Estagiário;Ensino Médio;Masculino;0;0;2075
Agatha Silveira;11/11/1975;Vendas;Analista;Graduação;Feminino;0;0;16245
Heloísa da Conceição;05/09/1963;RH;Analista;Graduação;Masculino;0;0;13502
Giovanna Fernandes;23/08/1998;Produção;Coordenador;Ensino Médio;Feminino;1;44;17072
João Correia;17/11/1994;RH;Assistente;Fundamental;Feminino;0;0;16100
Nicole Silva;20/05/1991;Vendas;Assistente;Doutorado;Masculino;1;22;3726
Milena Azevedo;20/03/1977;Operações;Assistente;Mestrado;Masculino;1;25;7601
Vitor Hugo Almeida;02/02/2004;Produção;Assistente;Tecnólogo;Feminino;0;0;19606
Eduarda Silveira;25/09/1980;Logística;Diretor;Tecnólogo;Feminino;0;0;16221
Maria Cecília Barbosa;15/03/1977;Financeiro;Coordenador;Ensino Médio;Masculino;1;23;7914
Sr. Benjamin Castro;14/04/1981;Marketing;Gerente;Ensino Médio;Feminino;0;0;5602
Ana Vitória Farias;12/09/1994;Jurídico;Estagiário;Graduação;Masculino;0;0;4685
Matheus da Rocha;30/04/1990;RH;Assistente;Graduação;Feminino;0;0;10510
Daniela Cavalcanti;11/05/2005;Marketing;C-level;Tecnólogo;Feminino;0;0;17569
Sra. Maria Eduarda Dias;08/06/1982;RH;Coordenador;Graduação;Feminino;0;0;11880
Diogo Peixoto;31/10/1974;Produção;Coordenador;Tecnólogo;Masculino;1;43;6110
Eduarda Pereira;17/06/1992;TI;Assistente;Mestrado;Masculino;0;0;11759
Sr. Gabriel Teixeira;25/06/1974;TI;Gerente;Ensino Médio;Masculino;0;0;10143
Clara Melo;21/04/1993;Produção;Assistente;Mestrado;Feminino;0;0;10050
Srta. Ana Luiza Almeida;05/03/2007;Vendas;Estagiário;Ensino Médio;Feminino;0;0;8391
Kaique Campos;26/05/1977;Vendas;Estagiário;Mestrado;Masculino;0;0;2611
Dra. Alexia Araújo;22/05/2004;Operações;Assistente;Fundamental;Feminino;0;0;13741
Mariane Duarte;25/02/1999;Produção;Gerente;Tecnólogo;Masculino;0;0;2705
Sr. Luiz Fernando Correia;04/09/2005;Logística;Estagiário;Graduação;Feminino;0;0;5708
Srta. Emanuelly Jesus;12/09/1982;Marketing;Gerente;Doutorado;Masculino;0;0;12671
Cauã Silva;10/02/1965;TI;C-level;Graduação;Masculino;0;0;8149
Luiz Fernando Peixoto;15/10/1969;Produção;Assistente;Doutorado;Masculino;0;0;15188
Francisco Castro;23/08/2006;Produção;Coordenador;Fundamental;Masculino;1;21;19359
Luiz Otávio da Cunha;13/06/1949;Produção;Diretor;Doutorado;Masculino;0;0;8556
Marcos Vinicius Lopes;08/04/1973;Logística;Coordenador;Tecnólogo;Feminino;0;0;15306
Julia Nunes;26/12/2006;TI;Diretor;Doutorado;Feminino;0;0;14144
Caio Moreira;31/07/1960;Jurídico;Gerente;Ensino Médio;Feminino;0;0;2311
Isabelly Viana;13/04/1995;Operações;Coordenador;Fundamental;Feminino;0;0;15537
Sr. Matheus Pinto;09/04/1968;Logística;Analista;Doutorado;Feminino;0;0;2442
Sofia Caldeira;03/02/1967;Operações;Gerente;Graduação;Masculino;0;0;11885
Gustavo Silva;01/12/1967;Vendas;Gerente;Graduação;Masculino;1;30;5258
Luiz Gustavo Lopes;19/12/1968;TI;Coordenador;Doutorado;Masculino;0;0;8554
Sarah Caldeira;09/10/1961;Vendas;Diretor;Doutorado;Feminino;1;2;12827
Vitor da Mota;28/04/2001;Marketing;Analista;Doutorado;Masculino;0;0;7920
Vitor Hugo Jesus;11/08/1975;Jurídico;Assistente;Graduação;Feminino;1;48;3099
Gabrielly Cardoso;08/07/1983;TI;Diretor;Fundamental;Feminino;0;0;18638
Luiz Gustavo Lima;17/03/1963;Marketing;C-level;Doutorado;Masculino;1;14;4616
Dra. Joana Peixoto;24/03/1962;TI;Estagiário;Graduação;Feminino;0;0;14830
Lucas Lopes;11/09/1971;Vendas;Gerente;Tecnólogo;Feminino;1;1;9219
Theo Mendes;27/01/1986;Marketing;Coordenador;Graduação;Feminino;1;50;18915
Marcelo Costela;08/04/1988;Marketing;Estagiário;Graduação;Feminino;0;0;16203
Sr. Eduardo Melo;17/11/2005;Jurídico;Gerente;Doutorado;Feminino;0;0;16419
Stephany Porto;08/05/1990;Logística;C-level;Tecnólogo;Masculino;0;0;5880
Vitória Nunes;24/09/1963;Marketing;Analista;Graduação;Feminino;0;0;4016
Daniel Freitas;15/06/1962;RH;Analista;Mestrado;Feminino;0;0;2472
Maria Eduarda Lopes;17/06/2005;Vendas;Gerente;Mestrado;Feminino;0;0;16368
Srta. Isis Ferreira;24/06/1984;RH;Assistente;Ensino Médio;Masculino;1;21;14871
Luana Carvalho;04/06/2004;TI;Assistente;Graduação;Feminino;0;0;3338
Gabriela Araújo;15/06/1991;Marketing;Assistente;Tecnólogo;Masculino;1;3;12273
Maria Vitória Nogueira;09/05/1974;Jurídico;Diretor;Doutorado;Feminino;0;0;18207
Maitê Azevedo;02/02/1991;Vendas;Diretor;Mestrado;Feminino;0;0;4403
Juan Azevedo;03/07/1992;RH;Coordenador;Mestrado;Feminino;1;16;2202
Marcela Lopes;20/12/1976;TI;Coordenador;Graduação;Masculino;1;37;18762
Raquel Peixoto;15/07/1985;Logística;Gerente;Tecnólogo;Feminino;0;0;16816
Sra. Helena Costa;17/03/1968;RH;Analista;Ensino Médio;Feminino;0;0;11804
Gabriela Pereira;14/01/1964;Financeiro;Diretor;Graduação;Masculino;0;0;14490
Ana Luiza Nunes;28/06/1972;Marketing;C-level;Fundamental;Masculino;0;0;9556
Vitor Gabriel Barbosa;13/12/2006;Produção;Coordenador;Mestrado;Feminino;0;0;17429
Sra. Isis Fernandes;21/04/1971;Marketing;Diretor;Tecnólogo;Feminino;0;0;8514
Rafael Sales;20/05/1994;Vendas;Diretor;Ensino Médio;Masculino;0;0;18094
Daniel Dias;22/05/1962;RH;Gerente;Mestrado;Feminino;0;0;10839
Sr. Samuel da Cruz;19/08/2004;Jurídico;Assistente;Mestrado;Masculino;0;0;5350
Milena Campos;27/02/1960;Vendas;Assistente;Mestrado;Feminino;0;0;16038
Emanuelly Oliveira;03/11/1971;Operações;Coordenador;Graduação;Masculino;0;0;3264
Srta. Ana Carolina da Cunha;05/03/2007;Produção;Estagiário;Fundamental;Feminino;0;0;5931
Samuel Mendes;25/04/1974;Marketing;Coordenador;Tecnólogo;Feminino;0;0;16575
Clarice Silveira;01/01/1977;Logística;Estagiário;Tecnólogo;Masculino;0;0;18500
Raquel Lopes;09/06/1998;Vendas;Gerente;Doutorado;Feminino;0;0;10940
Ana Luiza da Cruz;26/02/1976;TI;C-level;Tecnólogo;Masculino;0;0;15237
Maria Eduarda Jesus;20/08/1979;Financeiro;Diretor;Graduação;Masculino;0;0;3468
Luiz Felipe da Costa;14/04/1960;Operações;Coordenador;Fundamental;Masculino;1;44;5932
Emanuella Novaes;12/02/2002;TI;C-level;Tecnólogo;Feminino;0;0;17297
Breno Ferreira;11/09/1986;Jurídico;Assistente;Mestrado;Masculino;0;0;13411
Benício da Rocha;24/03/1978;Jurídico;Estagiário;Mestrado;Masculino;1;43;6134
Nicole Almeida;01/04/1973;Jurídico;C-level;Tecnólogo;Masculino;0;0;2698
Elisa Freitas;21/03/1983;RH;Analista;Graduação;Feminino;0;0;11104
Igor Gomes;05/08/1949;Jurídico;Analista;Doutorado;Masculino;0;0;14777
Caroline Cardoso;18/09/1992;Produção;Analista;Tecnólogo;Feminino;1;3;5815
Vitor Gabriel Porto;21/05/1966;Jurídico;Gerente;Tecnólogo;Masculino;0;0;13002
Olivia Costela;25/06/2006;Operações;Gerente;Ensino Médio;Masculino;0;0;11820
Bárbara Cardoso;17/06/2002;Produção;Gerente;Tecnólogo;Masculino;1;19;7644
Melissa Barbosa;10/09/1960;TI;Assistente;Graduação;Masculino;0;0;9073
Ana Carolina da Luz;22/10/2000;Operações;Diretor;Graduação;Feminino;0;0;4927
Vitor Hugo Cardoso;12/09/1962;TI;Coordenador;Graduação;Masculino;1;20;16541
Ana Vitória da Luz;02/10/1970;Vendas;Diretor;Tecnólogo;Masculino;0;0;18731
Benício da Conceição;30/05/1984;RH;Assistente;Tecnólogo;Feminino;0;0;19934
Vitor Gabriel Silveira;27/06/2001;Marketing;Gerente;Graduação;Masculino;0;0;14038
Srta. Agatha Moreira;28/10/2000;Logística;Coordenador;Graduação;Masculino;0;0;11486
Nina Moreira;19/02/1997;TI;Analista;Ensino Médio;Feminino;0;0;13854
Sra. Maria Vitória Almeida;09/09/1961;TI;Analista;Tecnólogo;Masculino;1;5;11099
Leonardo Ribeiro;06/07/1970;Produção;Diretor;Ensino Médio;Feminino;0;0;14335
Luiza Cardoso;21/07/1962;Produção;Coordenador;Ensino Médio;Feminino;0;0;10453
Ana Vitória Aragão;26/08/1963;Operações;Analista;Graduação;Masculino;0;0;13194
Marina Cardoso;19/02/2005;Vendas;Coordenador;Ensino Médio;Feminino;0;0;14514
Ana Beatriz Farias;08/03/1971;Operações;Assistente;Ensino Médio;Feminino;0;0;6528
Emanuella Rocha;13/11/1991;RH;C-level;Tecnólogo;Masculino;0;0;4189
Sra. Ana Carolina da Luz;05/01/1999;Produção;C-level;Tecnólogo;Masculino;0;0;7986
Isabella Caldeira;04/12/1975;RH;Diretor;Fundamental;Feminino;0;0;11336
Alícia da Mota;11/02/1961;RH;Estagiário;Fundamental;Masculino;1;43;10689
Vitor da Mata;10/12/1982;Jurídico;C-level;Doutorado;Masculino;0;0;5776
Milena Martins;26/03/1988;Logística;Estagiário;Doutorado;Masculino;0;0;9089
Yasmin da Cunha;11/10/1990;Logística;Diretor;Ensino Médio;Masculino;0;0;5958
Eduardo Santos;14/11/1960;Financeiro;C-level;Mestrado;Feminino;0;0;14637
Benjamin Silva;04/04/1985;Vendas;C-level;Doutorado;Masculino;0;0;18595
Sabrina Ramos;22/09/1972;Produção;Coordenador;Graduação;Masculino;0;0;18905
Sra. Ana Laura Cavalcanti;18/08/1984;TI;Assistente;Fundamental;Feminino;0;0;8480
Isabel Oliveira;22/07/1982;Marketing;Coordenador;Doutorado;Feminino;0;0;19753
Otávio da Cunha;26/03/1975;Jurídico;Diretor;Fundamental;Masculino;0;0;10448
Breno Moraes;09/04/1960;Financeiro;Analista;Mestrado;Masculino;0;0;11542
Danilo da Luz;02/04/1987;Vendas;Analista;Doutorado;Feminino;1;39;11107
Srta. Isadora Araújo;14/05/1984;Logística;C-level;Mestrado;Feminino;1;1;10976
Dr. Otávio Nascimento;10/02/1973;Produção;Analista;Graduação;Feminino;0;0;18968
Luiza da Mata;19/06/1974;RH;Assistente;Tecnólogo;Feminino;0;0;10783
Elisa Azevedo;24/02/2003;Produção;Diretor;Graduação;Masculino;0;0;7284
Nathan Carvalho;09/01/2001;Operações;Coordenador;Doutorado;Feminino;0;0;5476
Maysa Gonçalves;14/08/2001;Marketing;Diretor;Ensino Médio;Feminino;0;0;3269
